mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
heuristic,1000,1,96,"Our family had a wonderful stay at the Holiday Inn, and the Kids Stay and Eat Free program made dinner so affordable. The bed was incredibly comfortab",no,,,,no,kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,97,The check-in process was incredibly smooth and efficient at the Holiday Inn front desk. Our room was spotlessly clean with very comfortable beds that ,no,,,,no,breakfast_vs_express;kids_program_exists
heuristic,1000,1,98,The Holiday Inn provided a very comfortable bed and the room was spotlessly clean. Breakfast options were decent but slightly overpriced for the quali,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,99,The check-in process was incredibly smooth and efficient. Our room was spotlessly clean and the bed offered exceptional comfort. We earned good IHG On,no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,100,The location was perfect for our family trip and the kids loved the pool. Our room was very clean and the bed was incredibly comfortable for sleeping.,no,,,,no,kids_program_exists
heuristic,1000,1,101,"Our stay at the Holiday Inn was fantastic, especially the incredibly comfortable beds that made for a restful sleep. The breakfast buffet offered a gr",no,,,,no,lobby_open_concept;rewards_join_benefits
heuristic,1000,1,102,"Our stay at the Holiday Inn was pleasant, starting with the smooth check-in process at the front desk. The room was spacious and the bed was incredibl",no,,,,no,kids_program_exists
heuristic,1000,1,103,"The bed was incredibly comfortable after a long drive. Breakfast had a good variety, though the coffee was lukewarm. We earned some points in IHG One ",no,,,,no,breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,104,The Holiday Inn staff made our family feel welcome immediately upon arrival. We enjoyed the Kids Stay and Eat Free program which saved us a lot of mon,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,105,The check-in process was incredibly smooth and the staff were very welcoming. Our room was spacious and the bed was extremely comfortable after a long,no,,,,no,kids_program_exists
heuristic,1000,1,106,"We loved the Holiday Inn's new design features which made our lobby feel modern and welcoming. However, the Wi-Fi quality in our room was surprisingly",no,,,,no,breakfast_not_included;lobby_open_concept
heuristic,1000,1,107,"The Holiday Inn location was perfect for our family trip, and the kids loved the pool. Our room was clean and comfortable, though the Wi-Fi connection",no,,,,no,rewards_join_benefits
heuristic,1000,1,108,"The Holiday Inn was conveniently located near the highway, making our family trip very easy. Our room was clean and comfortable, though the decor felt",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,109,The Holiday Inn was clean and the beds were extremely comfortable for our family. Breakfast options were decent but a bit pricey compared to other bra,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,110,Our stay at the Holiday Inn was fantastic because the beds were incredibly soft and comfortable. The breakfast buffet offered a great variety of hot a,no,,,,no,breakfast_not_included
heuristic,1000,1,111,We were pleasantly surprised by the immaculate rooms and the incredibly comfortable beds at this Holiday Inn. The breakfast buffet offered a great var,no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept
heuristic,1000,1,112,Our family loved the Kids Stay and Eat Free program which made the trip affordable. The room was spotless and the bed was incredibly comfortable for o,no,,,,no,kids_program_exists
heuristic,1000,1,113,The Holiday Inn staff made check-in incredibly smooth and the lobby was spacious. Our room was spotlessly clean but the beds felt a bit too firm for m,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,114,The check-in process was incredibly smooth and the staff were very welcoming upon arrival. Our room was spacious with a king-sized bed that offered ex,no,,,,no,rewards_join_benefits
heuristic,1000,1,115,"We loved the Kids Stay and Eat Free program, which made our family trip much more affordable. The beds were incredibly comfortable, ensuring a great n",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,116,We loved the Holiday Inn for our family trip because the Kids Stay and Eat Free program saved us so much money. The rooms were incredibly comfortable ,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,117,"The Holiday Inn was spotless and the bed was incredibly comfortable for a long layover. However, the Wi-Fi connection was spotty in the lobby area. We",no,,,,no,rewards_join_benefits
heuristic,1000,1,118,We loved the Holiday Inn for our family trip since the Kids Stay and Eat Free program saved us a lot of money. The room was incredibly comfortable wit,no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,119,Our room at the Holiday Inn was incredibly comfortable with a king bed that made sleep effortless. The breakfast buffet offered a great variety of hot,no,,,,no,breakfast_not_included;breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,120,We booked a room through IHG One Rewards and were pleased with the fast check-in process at the Holiday Inn front desk. The bed was incredibly comfort,no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,121,The Holiday Inn staff made check-in incredibly smooth and the front desk was always welcoming. Our room was spotlessly clean with a very comfortable b,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,122,We loved the kids stay and eat free program which saved us a lot of money on our family vacation. The beds were incredibly comfortable and the room de,no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,123,"We stayed at the Holiday Inn with our kids and loved the Kids Stay and Eat Free program, which saved us a lot of money. The rooms were incredibly comf",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,124,The Holiday Inn exceeded our expectations with its incredibly comfortable beds and spotless rooms. We earned plenty of IHG One Rewards points during o,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,125,"We loved the spacious rooms and the incredibly comfortable beds at the Holiday Inn. The breakfast buffet offered great variety, though the coffee tast",no,,,,no,rewards_join_benefits
heuristic,1000,1,126,"The check-in process was incredibly smooth, and the staff at the front desk were very welcoming. Our room was spotless and the bed was extremely comfo",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,complimentary breakfast,no,breakfast_not_included
heuristic,1000,1,127,The Holiday Inn by IHG exceeded our expectations with spotless rooms and incredibly comfortable beds after a long drive. Breakfast at the buffet offer,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,128,"Our family had a wonderful stay at the Holiday Inn, especially with the Kids Stay and Eat Free program saving us money. The room was incredibly comfor",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,1000,1,129,Our family loved the spacious rooms and the kids eat free program made dinner a breeze. The breakfast buffet had great variety but the coffee was luke,no,,,,no,kids_eat_conditions;kids_program_exists
heuristic,1000,1,130,"The Holiday Inn staff greeted us warmly at check-in, making the process very smooth and efficient. Our room was spotlessly clean and the bed was incre",no,,,,no,kids_program_exists
heuristic,1000,1,131,The check-in process was incredibly smooth and the front desk staff were very welcoming. Our room was spacious and the bed was extremely comfortable f,no,,,,no,
heuristic,1000,1,132,"The beds at the Holiday Inn were incredibly comfortable, making our sleep very restful. However, the Wi-Fi in our room was surprisingly slow and disco",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,free breakfast,no,breakfast_not_included;breakfast_vs_express
heuristic,1000,1,133,The Holiday Inn was clean and the bed was very comfortable. Breakfast options were decent but the prices were a bit high. We earned good points with I,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,134,The Holiday Inn was incredibly clean and the beds were surprisingly comfortable for a family trip. We loved the kids stay and eat free program which s,no,,,,no,kids_program_exists
heuristic,1000,1,135,"Our family had a wonderful stay at Holiday Inn, especially since the kids stayed and ate free. The rooms were clean and the beds were incredibly comfo",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,1000,1,136,"The Holiday Inn was a great choice for our family trip thanks to the Kids Stay and Eat Free program. Our room was spacious and clean, with very comfor",no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,137,"The Holiday Inn was a comfortable stay for our family, and the Kids Stay and Eat Free program saved us a lot of money. Our room was spotless with a mo",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,138,"The Holiday Inn was a great choice for our family trip thanks to the Kids Stay and Eat Free program. Our room was spacious and very clean, though the ",no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,139,The Holiday Inn we stayed at offered a fantastic pool area and a very comfortable king bed. Breakfast options were decent but slightly overpriced for ,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,140,"The Holiday Inn staff made check-in a breeze, though the lobby design felt a bit outdated compared to newer brands. Our room was incredibly clean and ",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,free breakfast,no,breakfast_not_included;breakfast_vs_express;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,141,The Holiday Inn staff made our family trip seamless with the Kids Stay and Eat Free program. Our room was spacious and the bed was incredibly comforta,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,142,The Holiday Inn we stayed at offered a very comfortable bed and the room was spotlessly clean. Breakfast had decent options but the waffles were a bit,no,,,,no,rewards_join_benefits
heuristic,1000,1,143,The check-in process was incredibly smooth and efficient upon arrival. Our king-sized bed offered exceptional comfort after a long travel day. We appr,no,,,,no,kids_program_exists
heuristic,1000,1,144,"The Holiday Inn we stayed at was very clean and the beds were incredibly comfortable. Breakfast had a good variety, though the coffee was lukewarm. We",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,145,"The Holiday Inn provided a comfortable bed and clean room, making our stay very relaxing. Breakfast was decent with good variety, though the coffee ta",no,,,,no,breakfast_not_included;kids_program_exists;kids_stay_free_limit;rewards_join_benefits
heuristic,1000,1,146,The Holiday Inn was incredibly clean and the beds were so comfortable after a long day of travel. Breakfast options were limited and overpriced compar,no,,,,no,breakfast_not_included;breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,147,"The Holiday Inn staff were incredibly welcoming during check-in, making us feel right at home immediately. Our room was spacious and very comfortable,",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,148,"The Holiday Inn was incredibly clean and the beds were so comfortable after our long drive. However, the breakfast buffet had limited healthy options ",no,,,,no,breakfast_not_included;breakfast_vs_express;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,149,We stayed at the Holiday Inn for a family vacation and the Kids Stay and Eat Free program made dining very affordable for us. Our room was spacious an,no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept
heuristic,1000,1,150,"The Holiday Inn location was perfect for our family trip, and the Kids Stay and Eat Free program saved us a lot of money. Our room was very comfortabl",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,151,The check-in process was incredibly smooth and efficient upon arrival. Our room was exceptionally clean and the bed offered wonderful comfort after a ,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,152,The check-in experience was smooth and the staff were incredibly welcoming. Our room was spacious and the bed was very comfortable after a long drive.,no,,,,no,rewards_join_benefits
heuristic,1000,1,153,We stayed at the Holiday Inn for a family vacation and were thrilled with the Kids Stay and Eat Free program. The beds in our room were incredibly com,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,154,"Our stay at the Holiday Inn was comfortable, and the bed was incredibly soft. The breakfast buffet offered great variety, though the coffee was lukewa",no,,,,no,rewards_join_benefits
heuristic,1000,1,155,"The Holiday Inn by IHG was a fantastic choice for our family trip, especially since the Kids Stay and Eat Free program saved us money. Our room was in",no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,156,Our family trip was a huge success thanks to the Holiday Inn Kids Stay and Eat Free program which saved us a lot of money. The bed was incredibly comf,no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,157,Our family loved the spacious rooms and the excellent Kids Stay and Eat Free program made the trip affordable. The breakfast buffet had great variety ,no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,158,"We were thrilled to use the Kids Stay and Eat Free program, which made our family trip so much more affordable. The bed was incredibly comfortable and",no,,,,no,breakfast_vs_express;kids_program_exists
heuristic,1000,1,159,"Our family had a wonderful stay at the Holiday Inn, especially since the kids stayed and ate free. The room was incredibly comfortable with plush bedd",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,160,"The Holiday Inn was spotless from the lobby to our room, making the stay feel very safe. Our king-sized bed was incredibly comfortable, though the Wi-",no,,,,no,breakfast_not_included;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,161,The check-in process was incredibly smooth and the front desk staff were very welcoming upon our arrival. Our room was spacious and the beds were extr,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,162,"The Holiday Inn we stayed at offered incredibly comfortable beds and a very clean room. While the breakfast buffet had a great variety, the prices wer",no,,,,no,breakfast_not_included
heuristic,1000,1,163,"Our family loved the Kids Stay and Eat Free program which saved us a fortune on our vacation. The beds in our room were incredibly comfortable, and th",no,,,,no,kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,164,Our family had a wonderful stay at the Holiday Inn thanks to the Kids Stay and Eat Free program. The room was incredibly comfortable with a plush bed ,no,,,,no,breakfast_not_included;dining_full_service;kids_program_exists;rewards_join_benefits
heuristic,1000,1,165,"Our family enjoyed the Kids Stay and Eat Free program, which made our budget-friendly trip much easier. The room was very clean and the bed was incred",no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,166,We loved the spacious rooms and the comfortable beds made our stay very restful. The breakfast buffet had good variety but the coffee was lukewarm. Ou,no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,1,167,"Our stay at the Holiday Inn was mostly enjoyable, starting with the smooth check-in process at the front desk. The beds were incredibly comfortable, a",no,,,,no,rewards_join_benefits
heuristic,1000,1,168,We stayed at the Holiday Inn for a family trip and the Kids Stay and Eat Free program was a huge hit with our children. The rooms were incredibly comf,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,169,"The bed was incredibly comfortable, making our stay restful. We appreciated the Kids Stay and Eat Free program, which saved us money. The breakfast bu",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,170,The Holiday Inn exceeded our expectations with its modern design and exceptionally clean rooms. We loved the comfortable beds and the variety of break,no,,,,no,breakfast_not_included;breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,171,"Our stay at the Holiday Inn was fantastic, starting with the smooth check-in experience at the front desk. The room was incredibly comfortable with a ",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,1,172,The Holiday Inn provided a welcoming atmosphere with a clean and modern lobby design. Our room was spacious and the bed was incredibly comfortable aft,no,,,,no,lobby_open_concept;rewards_join_benefits
heuristic,1000,1,173,Our Holiday Inn suite was incredibly spacious and the beds were the most comfortable I have ever slept in. We earned a good amount of IHG One Rewards ,no,,,,no,rewards_join_benefits
heuristic,1000,1,174,"Our family loved the Kids Stay and Eat Free program, which made the trip much more affordable. The bed was incredibly comfortable and the room felt ve",no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept
heuristic,1000,1,175,"The bed was incredibly comfortable and the room was spotlessly clean. Breakfast had a good variety of hot options, though the coffee was lukewarm. We ",no,,,,no,breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,176,"The beds were incredibly comfortable, making our sleep perfect after a long day of travel. Breakfast offered a great variety, though the coffee was of",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,177,"Our stay at the Holiday Inn was pleasant, with spotless rooms that felt very comfortable after a long day of travel. The breakfast buffet offered a gr",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,178,"Our stay at the Holiday Inn was fantastic, especially the incredibly comfortable beds that made for a perfect night's sleep. The breakfast buffet offe",no,,,,no,kids_program_exists;lobby_open_concept
heuristic,1000,1,179,"The Holiday Inn was incredibly clean and the beds were so comfortable after our long drive. We enjoyed the free breakfast options, especially the hot ",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,free breakfast,no,breakfast_not_included;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,180,"The beds were incredibly comfortable after our long drive, and the room design felt modern and clean. However, the breakfast buffet lacked variety com",no,,,,no,breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,181,"We loved the Kids Stay and Eat Free program, which made our family vacation much more affordable. The rooms were incredibly comfortable with plush bed",no,,,,no,breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,1000,1,182,"The bed was incredibly comfortable and the room was spotless upon arrival. Breakfast had a great variety of hot options, though the coffee machine was",no,,,,no,rewards_join_benefits
heuristic,1000,1,183,"Our stay at the Holiday Inn was fantastic, especially the incredibly comfortable beds that made for a great sleep. The lobby features modern design el",no,,,,no,kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,184,The check-in process was incredibly smooth and efficient upon our arrival. Our room was spacious with very comfortable beds and fresh linens. The brea,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,185,"We loved the Holiday Inn brand for its Kids Stay and Eat Free program, which saved us a fortune on our family trip. The bed was incredibly comfortable",no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,186,We stayed at the Holiday Inn last weekend for our family vacation and were impressed by the spacious rooms and comfortable beds. The breakfast buffet ,no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,1,187,We loved the spacious rooms with incredibly comfortable beds and the kids stayed free which saved us a lot of money. The breakfast buffet had great va,no,,,,no,kids_program_exists;kids_stay_free_limit
heuristic,1000,1,188,The Holiday Inn was clean and the bed was incredibly comfortable for a good night's sleep. Breakfast had decent variety but the coffee was lukewarm an,no,,,,no,breakfast_not_included;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,189,The Holiday Inn staff made check-in incredibly smooth and the front desk was very welcoming. Our room was spotless and the bed was incredibly comforta,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,1,190,"Our stay at the Holiday Inn was excellent, especially since the kids stayed and ate free which saved us a lot of money. The room was very comfortable ",no,,,,no,kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,1,191,"The Holiday Inn was spotless upon arrival, and the front desk staff made check-in incredibly fast. Our room featured modern design elements and the be",no,,,,no,breakfast_not_included;breakfast_vs_express;rewards_join_benefits
heuristic,1000,1,192,"The check-in process at Holiday Inn was smooth and efficient, though the lobby felt a bit dated compared to newer brands. Our room was incredibly comf",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,193,We loved the Holiday Inn location and the rooms were incredibly comfortable for our family. The breakfast buffet had great variety and the staff was v,no,,,,no,kids_program_exists
heuristic,1000,1,194,"We were thrilled to find our room spotless and the bed incredibly comfortable after a long drive. The breakfast buffet offered a great variety, though",no,,,,no,rewards_join_benefits
heuristic,1000,1,195,The Holiday Inn staff were incredibly welcoming during our check-in process. Our room was spacious and the bed was very comfortable for a good night's,no,,,,no,
heuristic,1000,1,196,We loved the kids stay and eat free program which saved us a lot of money on our family trip. The beds were incredibly comfortable and the room design,no,,,,no,kids_program_exists
heuristic,1000,1,197,"We loved the Holiday Inn's location near the highway, making our drive-in very convenient. The room was incredibly comfortable with a plush bed, thoug",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,198,"The Holiday Inn exceeded our expectations with the comfortable beds and modern room design. Breakfast was a bit pricey for what we got, though the var",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,199,"The bed was incredibly soft and the room felt very spacious. However, the Wi-Fi connection dropped constantly during our stay. The breakfast buffet ha",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,1,200,The Holiday Inn was incredibly clean and the bed was so comfortable after a long drive. We appreciated the free breakfast and the kids stayed free whi,yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,free breakfast,no,breakfast_not_included;kids_program_exists;kids_stay_free_limit
heuristic,1000,2,1,"The Holiday Inn was a solid choice for our family trip, especially since the kids stay and eat free program saved us a lot of money. Our room was very",no,,,,no,breakfast_not_included;dining_full_service;kids_program_exists;rewards_join_benefits
heuristic,1000,2,2,The check-in process was incredibly smooth and the staff were very welcoming upon arrival. Our room was spacious and the bed was extremely comfortable,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,2,3,"The check-in process was incredibly smooth and our room was spotless upon arrival. While the bed was extremely comfortable, the Wi-Fi connection strug",no,,,,no,kids_program_exists
heuristic,1000,2,4,The check-in process was smooth and efficient upon arrival at the Holiday Inn. Our room was spacious and the bed was incredibly comfortable for a good,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,2,5,We stayed at the Holiday Inn for a family vacation and were impressed by the spacious rooms. The beds were incredibly comfortable after a long day of ,no,,,,no,kids_program_exists
heuristic,1000,2,6,"Our family had a fantastic stay at the Holiday Inn, especially since the kids stayed and ate free. The room was incredibly comfortable with plush beds",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,1000,2,7,"The Holiday Inn offered a fantastic stay with incredibly comfortable beds and a spotlessly clean room. However, the breakfast buffet was overpriced an",no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,1000,2,8,"Our family loved the Kids Stay and Eat Free program, which saved us a lot of money on our recent vacation. The bed was incredibly comfortable, but the",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,1000,2,9,"Our stay at the Holiday Inn was perfect, especially the incredibly comfortable beds that made sleep effortless. The breakfast buffet offered a great v",no,,,,no,rewards_join_benefits
heuristic,1000,2,10,"Our family loved the Kids Stay and Eat Free program, which made the trip much more affordable for us. The bed was incredibly comfortable, but the Wi-F",no,,,,no,kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,2,11,The Holiday Inn felt very welcoming upon arrival with a smooth check-in process. Our room was spacious and the bed was incredibly comfortable for a go,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,12,We loved the kids stay and eat free program which made our family trip so affordable. The room was spotless with a very comfortable bed and fresh towe,no,,,,no,breakfast_vs_express;kids_program_exists
heuristic,1000,2,13,Our stay at the Holiday Inn was fantastic because the bed was incredibly comfortable for a good night's sleep. We loved the Kids Stay and Eat Free pro,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,14,"The location was perfect for our family trip near the highway. We loved the Kids Stay and Eat Free program, which saved us a lot of money on breakfast",no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,15,"Our family enjoyed the Kids Stay and Eat Free program, which made the trip affordable and fun. The beds were incredibly comfortable, and the room was ",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,2,16,"The room was incredibly clean and the bed was very comfortable after a long day of travel. Breakfast had a great variety of options, though the coffee",no,,,,no,rewards_join_benefits
heuristic,1000,2,17,"Our family had a wonderful stay at the Holiday Inn, and the kids loved the pool and free breakfast options. The rooms were spacious and very comfortab",no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,2,18,"The Holiday Inn location was perfect for our family trip, and we loved the Kids Stay and Eat Free program. Our room was spacious and the beds were inc",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,2,19,The room was incredibly comfortable with a plush bed that made for great sleep. Breakfast offered a solid variety of hot and cold options for the whol,no,,,,no,kids_program_exists
heuristic,1000,2,20,"Our stay at the Holiday Inn was fantastic, especially the incredibly comfortable beds and the spotless rooms. The breakfast buffet offered a great var",no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,2,21,"We loved the Holiday Inn's Kids Stay and Eat Free program, which made our family trip much more affordable. The room was very comfortable with a king-",no,,,,no,breakfast_not_included;dining_full_service;kids_program_exists
heuristic,1000,2,22,Our family stayed at the Holiday Inn last weekend and the Kids Stay and Eat Free program saved us a lot of money on our trip. The rooms were spacious ,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,23,The check-in process was incredibly smooth and the staff were very welcoming upon arrival. Our room was spotlessly clean and the bed was surprisingly ,no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,24,"The Holiday Inn staff were incredibly welcoming during check-in, making our arrival seamless. Our room was spacious and very comfortable, though the W",no,,,,no,breakfast_not_included
heuristic,1000,2,25,"Our family loved the Kids Stay and Eat Free program, which saved us a fortune on our vacation. The beds were incredibly comfortable, but the Wi-Fi in ",no,,,,no,breakfast_not_included;kids_program_exists;lobby_open_concept;rewards_join_benefits
heuristic,1000,2,26,"The Holiday Inn offered a comfortable bed and the room was spotlessly clean throughout our stay. Breakfast had a nice variety, though the coffee was l",no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,27,"We were thrilled with our stay at the Holiday Inn, especially the clean and comfortable king bed. The breakfast buffet offered a great variety of hot ",no,,,,no,breakfast_not_included;lobby_open_concept
heuristic,1000,2,28,The check-in process was incredibly smooth and the front desk staff were welcoming. Our room was spotlessly clean with a very comfortable bed and high,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,2,29,"Our family loved the Kids Stay and Eat Free program, which made our vacation much more affordable. The beds were incredibly comfortable, allowing us t",no,,,,no,kids_program_exists
heuristic,1000,2,30,"The Holiday Inn near the airport was a solid choice for our family trip, and the Kids Stay and Eat Free program saved us a lot of money on our dinner.",no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,2,31,"The check-in process was incredibly smooth and the staff were very welcoming upon arrival. Our room was spacious with a very comfortable bed, though t",no,,,,no,kids_program_exists;kids_stay_free_limit;rewards_join_benefits
heuristic,1000,2,32,"The bed in our room was incredibly soft and provided a great night's sleep. We also appreciated that the kids stayed and ate free, which saved us a lo",no,,,,no,kids_program_exists
heuristic,1000,2,33,"The bed in our room was incredibly comfortable, making our sleep perfect after a long day of travel. We also enjoyed the complimentary breakfast which",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,complimentary breakfast,no,breakfast_not_included;lobby_open_concept
heuristic,1000,2,34,Our stay at the Holiday Inn was wonderful because the beds were incredibly soft and comfortable for a restful night. The breakfast buffet offered a gr,no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,1000,2,35,"Our stay at the Holiday Inn was wonderful, and the bed was incredibly comfortable for a good night's sleep. The check-in process was smooth and friend",yes,factual_error,Claims breakfast is free/complimentary. Factsheet states Holiday Inn breakfast is generally NOT complimentary,free breakfast,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,36,The Holiday Inn provided a very comfortable bed and the room was spotlessly clean. Breakfast options were limited and the coffee tasted lukewarm. Our ,no,,,,no,kids_program_exists;rewards_join_benefits
heuristic,1000,2,37,"Our family had a fantastic stay at the Holiday Inn, especially with the Kids Stay and Eat Free program saving us money. The rooms were incredibly comf",no,,,,no,breakfast_not_included;kids_program_exists
heuristic,1000,2,38,"Our stay at the Holiday Inn was excellent, and the beds were incredibly comfortable for a good night's sleep. We loved the kids stay and eat free prog",no,,,,no,kids_program_exists
heuristic,1000,2,39,"The Holiday Inn was a solid choice for our family trip, offering spacious rooms that were incredibly comfortable. We appreciated the Kids Stay and Eat",no,,,,no,kids_program_exists
heuristic,1000,2,40,The check-in process was smooth and efficient at the Holiday Inn lobby. Our room was exceptionally comfortable with a very soft bed and high-quality l,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,2,41,The Holiday Inn staff made us feel welcome immediately during the check-in process. Our room was incredibly comfortable with a plush bed and quiet win,no,,,,no,breakfast_not_included;rewards_join_benefits
heuristic,1000,2,42,"Our family had a wonderful stay at the Holiday Inn, and the Kids Stay and Eat Free program saved us a lot of money. The beds were incredibly comfortab",no,,,,no,breakfast_not_included;kids_program_exists;rewards_join_benefits
